交易所,代码,公司,行业,PE,股息率,净利润率,毛利率,PB,ROE_TTM_2020,ROE_TTM_2019,ROE_TTM_2018,ROE_TTM_2017,ROE_TTM_2016,ROE_TTM_2015,净利润2020,净利润2019,净利润2018,净利润2017,净利润2016,每股收益2020TTM,每股收益2020,关注度
sh,="600819",耀皮玻璃,非金属材料与制品,31.0146,0.0135,0.0337,0.2231,1.4485,0.0353,0.0287,0.0264,0.063,-0.1206,-0.0109,149214577,96674794,69604550,227583927.99,-317370044.08,0.1596,0.223,46
sh,="603648",畅联股份,物流,31.0078,0.0186,0.0883,0.1955,2.1464,0.0668,0.078,,,,,115208913,129245201,136053241,,,0.3125,0.3211,41
sh,="603936",博敏电子,电子元器件,31.0073,0.0032,0.0758,0.1967,2.6889,0.0836,0.0768,0.0707,0.0633,,,199597284,126587235,68993933,58341167.97,,0.6336,0.6398,141
sh,="600060",海信视像,家用电器,30.9397,0.0092,0.0258,0.1827,1.2462,0.0541,0.0198,0.0703,0.1141,0.1289,0.132,580659848,135897015,956562282,1495242600.87,1538107251.7,0.4438,0.425,380
sz,="002593",日上集团,汽车零配件与设备,30.8942,0.0129,0.0333,0.1332,1.4254,0.045,0.0425,0.0368,0.039,0.0199,0.0331,87371593,81751745,69581410,70325219.16,29554272.45,0.1246,0.1175,43
sz,="300231",银信科技,信息技术服务,30.8898,0.0135,0.0857,0.2411,3.6847,0.1058,0.085,0.1261,0.2079,0.1829,0.1429,136000189,112296648,123917475,119068088.74,88384062.08,0.3076,0.3058,193
sh,="601579",会稽山,饮料,30.87,0,0.1251,0.4365,1.4517,0.0427,0.0494,0.061,0.073,0.0802,0.0887,134316694,157853832,185524754,165586285.55,122139018.94,0.2701,0.3347,101
sz,="300088",长信科技,光电子器件,30.8145,0.0088,0.1546,0.2824,4.2163,0.1487,0.1543,0.1381,0.1119,0.0686,0.0584,867898292,740643594,581094998,408164298.88,239358303.68,0.3557,0.3476,684
sh,="603567",珍宝岛,中药,30.7971,0.0168,0.1158,0.5852,2.0927,0.0688,0.0954,0.1211,0.1303,0.2048,,366357654,474197740,560600455,559907272.88,624752414.37,0.4314,0.4812,66
sh,="603506",南都物业,住宅地产开发和管理,30.7523,0.0095,0.096,0.225,5.0175,0.1713,0.1631,,,,,117150472,97734500,79202063,,,0.8734,0.8494,180
sz,="002343",慈文传媒,传媒,30.6694,0,0.133,0.2522,2.7006,0.0845,-0.546,0.2244,0.2515,0.1632,0.0547,143091637,-1175401302,467199019,298178757.75,205928438.27,0.3013,0.3468,159
sz,="000757",浩物股份,汽车零配件与设备,30.5885,0,0.0218,0.0983,1.9553,0.0901,0.1064,0.0781,0.0561,0.0333,0.0556,103439037,71369322,47594048,31994406.4,18115212.83,0.1556,0.2305,42
sz,="002258",利尔化学,农用化工,30.5842,0,0.0931,0.2492,3.6467,0.0988,0.1867,0.1926,0.109,0.0899,0.0614,322278041,534449421,459358052,226993796.31,148503325.69,0.6146,0.5934,402
sh,="603166",福达股份,汽车零配件与设备,30.5832,0.0185,0.0873,0.2446,2.2385,0.0578,0.0556,0.0653,0.0601,0.0356,,125535260,119697076,139696306,125002755.67,54528490.76,0.2109,0.239,47
sh,="600933",爱柯迪,汽车零配件与设备,30.5569,0.0184,0.1746,0.3419,2.8662,0.1114,0.1177,,,,,444271270,443508859,477106035,,,0.5182,0.5124,92
sh,="603726",朗迪集团,通用机械,30.5488,0.0233,0.063,0.2495,3.1973,0.099,0.1223,0.1368,0.1469,,,91401146,107462127,111213542,90449739.18,,0.4923,0.5684,60
sz,="002757",南兴股份,专用设备,30.5376,0.0098,0.1258,0.2695,3.3628,0.1111,0.1458,0.1382,0.0968,0.0865,,198058430,191659420,117111946,73599608.23,47089653.97,1.0054,1.0368,128
sz,="000722",湖南发展,电力公用事业,30.5315,0.006,0.5761,0.4597,1.2806,0.0441,0.0294,0.0228,0.0452,0.0516,0.071,138411232,106709226,79547683,132685407.35,140226390.78,0.2982,0.2981,55
sz,="002331",皖通科技,信息技术服务,30.5107,0.0063,0.1096,0.3027,2.1437,0.0725,0.0508,0.0592,0.0668,0.061,0.064,150860074,102543448,83699827,78020619.32,70253384.73,0.3661,0.4091,63
sh,="600481",双良节能,通用机械,30.5052,0.0382,0.0727,0.2941,2.5114,0.0765,0.1331,0.0402,0.0452,0.1345,0.1335,168552750,284931993,85428573,112362723.3,332695437.01,0.1029,0.1263,80
sh,="600496",精工钢构,建筑产品,30.4841,0.0032,0.0404,0.1517,2.4242,0.0806,0.0583,0.0169,0.0266,0.0513,0.0923,424043340,262668825,65668184,97620802.73,178953267.45,0.2342,0.2228,90
sh,="600233",圆通速递,物流,30.4788,0.0099,0.0524,0.117,3.0631,0.1108,0.18,0.1626,0.3335,0.0574,0.0522,1573758243,1953415059,1478990478,1638471453.82,47065150.26,0.4973,0.5866,477
sz,="300255",常山药业,化学原料药,30.4043,0.0018,0.1069,0.7428,2.3993,0.0803,0.0557,0.0849,0.0961,0.1027,0.1004,217410810,151263164,199305035,189585145.81,161137918.13,0.2325,0.241,123
sz,="002117",东港股份,商业用品与服务,30.3929,0.0308,0.1767,0.4151,4.8622,0.1387,0.164,0.1522,0.1479,0.16,0.1439,233219436,267353419,249476187,214694150.64,218898793.92,0.4274,0.4888,308
sz,="002833",弘亚数控,专用设备,30.3895,0.0094,0.2201,0.3475,6.1189,0.2072,0.243,0.2776,,,,285182290,276158912,251348381,,,2.1081,2.2498,940
sh,="601727",上海电气,重型电气设备,30.3872,0,0.0396,0.1895,1.3649,0.0558,0.0733,0.0816,0.078,0.095,0.1036,2852263000,3121403000,2831337000,2076412000,1946785000,0.1882,0.2311,314
sh,="600356",恒丰纸业,纸类与林业产品,30.3377,0.0107,0.0502,0.2693,1.184,0.0383,0.0323,0.0416,0.0479,0.0505,0.0486,82910633,71041605,88486049,97527691.89,94506341.79,0.2775,0.2993,72
sz,="002454",松芝股份,汽车零配件与设备,30.3099,0.0103,0.0306,0.2547,1.0579,0.0251,0.0707,0.1084,0.093,0.1254,0.1258,85378524,230542516,331233410,251029770.68,294619894.06,0.1358,0.2806,105
sz,="300580",贝斯特,汽车零配件与设备,30.2783,0.0071,0.207,0.3891,3.0932,0.1124,0.1184,0.1142,,,,166973601,159962786,140346176,,,0.8349,0.8391,73
sh,="600563",法拉电子,电子元器件,30.262,0.0215,0.2802,0.4285,5.5961,0.1715,0.1846,0.1932,0.1868,0.1824,0.1767,450045074,454100674,437628473,387167817.25,346498246.57,2.0002,2.0264,13783
sz,="000407",胜利股份,燃气公用事业,30.2057,0.0086,0.0387,0.1683,1.4802,0.0625,0.0658,0.05,-0.1407,0.0434,0.0294,118293583,103903484,71045050,-321840630.35,73987007.13,0.1344,0.1516,57
sh,="603977",国泰集团,化学制品,30.1527,0.0108,0.1101,0.3841,2.2416,0.071,0.0495,0.0711,,,,145794559,67985573,72104683,,,0.37,0.367,42
sz,="300519",新光药业,中药,30.1464,0.0269,0.32,0.5456,3.5382,0.1099,0.1149,0.1495,0.2206,,,88634200,87612764,105599806,112695694.75,,0.554,0.5869,137
sz,="300185",通裕重工,通用机械,30.1322,0.0144,0.0659,0.2502,1.7277,0.0531,0.0444,0.0444,0.0421,0.0332,0.0215,273644436,219269279,218404403,170749783.75,123724360.82,0.0837,0.0719,63
sh,="600993",马应龙,中药,30.0912,0.0111,0.1345,0.4136,3.9637,0.1251,0.0958,0.1298,0.1188,0.1182,0.1143,336492595,240742028,301668144,256687312.67,229657588.72,0.7806,0.8351,570
sz,="002463",沪电股份,半导体,30.0733,0.0091,0.1712,0.2959,7.5466,0.2635,0.1711,0.0643,0.0488,0.0173,-0.0209,,662715815,224396578,162517564,55776835,0.7291,0.6992,1388
sh,="603036",如通股份,能源设备与服务,30.0624,0.012,0.2366,0.4763,1.9362,0.0665,0.0404,0.0343,,,,70302346,41372610,34510698,,,0.3412,0.3146,30
sh,="603661",恒林股份,耐用家居用品,30.0584,0.0034,0.0784,0.2561,3.1784,0.0928,0.0865,,,,,226920205,197417167,131938098,,,2.2692,2.4339,69
sz,="002449",国星光电,光电子器件,30.0456,0.0226,0.0858,0.1985,2.3226,0.0906,0.1346,0.121,0.0637,0.0568,0.0612,342959118,470816893,387766378,206650655.81,163131875.7,0.5545,0.6594,329
sz,="002457",青龙管业,建筑产品,30.0326,0.0138,0.0625,0.347,1.9237,0.062,0.0491,0.0063,0.0096,0.0256,0.0357,120912528,85663067,14743870,16414949.57,46578309.23,0.3609,0.4682,69
sh,="603700",宁水集团,电子设备及服务,29.9654,0.0063,0.1607,0.357,5.6839,0.1827,0.1801,,,,,220433956,141638814,,,,1.41,1.3579,222
sz,="200570",苏常柴Ｂ,,29.9439,0,0.0118,0.1643,0.4803,0.0113,0.0242,0.0101,0.0338,0.0394,0.0324,,59370014.288,30434540.8557,80114448.8965,92446515.1949,0.0474,0.0497,6
sz,="300393",中来股份,电子元器件,29.9416,0.0258,0.0593,0.258,1.6736,0.0592,0.0498,0.1114,0.2058,0.1401,,195995857,131287965,207961435,201682590.27,116781446.28,0.4532,0.6772,183
sh,="600197",伊力特,饮料,29.9054,0.0208,0.1635,0.5093,3.6739,0.1119,0.1831,0.1664,0.1517,0.1633,0.1499,305799563,456626286,362706112,300287355.93,297416555.31,0.7041,1.0132,645
sz,="002434",万里扬,汽车零配件与设备,29.8306,0.0108,0.0766,0.1997,1.9682,0.064,0.054,0.0883,0.1135,0.0957,0.089,406079275,336296568,536203752,479207586.64,227517647.07,0.303,0.2988,116
sh,="600138",中青旅,酒店餐饮与休闲,29.8241,0.0032,0.0414,0.2296,1.435,0.0622,0.1101,0.122,0.1148,0.0821,0.1038,306291491,562708633,583855692,491062897.17,306369004.11,0.4231,0.7849,363
sz,="002493",荣盛石化,化学制品,29.7823,0.0058,0.0496,0.0976,5.1968,0.1056,0.0591,0.0992,0.1673,0.0429,-0.0472,2827804969,1576279044,2016543347,2390777181.18,491125101.06,0.4495,0.3508,252
sz,="300513",恒实科技,信息技术服务,29.7762,0.0083,0.1153,0.3027,1.7056,0.0621,0.0949,0.0679,0.0869,,,139693838,136385955,38224385,41830933.75,,0.4453,0.5095,106
sz,="002749",国光股份,农用化工,29.7729,0.015,0.2031,0.4603,5.7629,0.1925,0.245,0.2124,0.1622,0.1626,,208433789,232927779,195439202,145897076.81,134422042.87,0.5597,0.5401,6201
sz,="002438",江苏神通,通用机械,29.7602,0.0047,0.1299,0.372,2.543,0.0842,0.0732,0.0407,0.0362,0.0197,0.055,162562090,131499643,69802483,52018456.67,21066238.67,0.3347,0.3542,87
sz,="000888",峨眉山Ａ,酒店餐饮与休闲,29.7425,0.016,0.1202,0.3833,1.382,0.0456,0.0916,0.0929,0.0932,0.1079,0.1044,110901284,210232924,198477243,191684485.37,209677731.8,0.2105,0.4292,150
sh,="603183",建研院,商业用品与服务,29.7088,0.0097,0.1348,0.4432,2.1173,0.0964,0.0879,0.126,,,,78257692,61167078,62873522,,,0.41,0.4234,42
sz,="000930",中粮科技,可替代能源,29.708,0.0016,0.0319,0.1346,1.9092,0.0602,0.0871,0.1205,0.1508,-0.6002,-0.0628,635570137,490229504,214543946,231566378.78,-1265448375.65,0.3406,0.3209,166
sh,="603260",合盛硅业,化学制品,29.6936,0.0076,0.1146,0.2739,3.3169,0.1108,0.3601,0.4215,,,,953364119,2577377851,1875793230,,,1.0164,1.1795,364
sh,="601330",绿色动力,电力公用事业,29.6499,0.0094,0.227,0.5487,3.7601,0.1221,0.1126,,,,,,310979978,205801301,,,0.3575,0.3583,78
sz,="300533",冰川网络,互联网软件与服务,29.6381,0.0141,0.4223,0.9382,2.987,0.1057,0.0705,0.0527,0.138,,,168030391,110088832,85834148,140636224.67,,1.6673,1.5963,88
sh,="603887",城地股份,信息技术服务,29.6146,0.0012,0.1236,0.2774,3.345,0.178,0.0952,0.0914,,,,381355811,79478798,67453490,,,1.4213,1.2351,140
sz,="000761",本钢板材,黑色金属,29.608,0,0.0088,0.0725,0.6954,0.0231,0.0489,0.101,0.0833,-0.2318,0.0188,462039228,957470062,1648086435,1042822025.64,-3324226336.8,0.1192,0.1434,102
sh,="600309",万华化学,化学原料,29.584,0.0188,0.1357,0.256,5.26,0.2082,0.3172,0.5486,0.3441,0.1522,0.2204,8711268871,9860462509,12485452654,5430841179.03,1582511339.76,2.7745,3.2264,4752
sh,="603813",原尚股份,陆运,29.5601,0.0125,0.0629,0.1466,2.5418,0.0865,0.0974,,,,,56134237,58955098,50845089,,,0.6258,0.7702,26
sh,="600281",太化股份,工业贸易经销商,29.4713,0,0.0844,0.0574,4.5062,0.1219,-0.2326,0.0158,0.0466,-0.2816,0.043,55598324,-111617209,8891005,24538687.86,-174074962.41,0.1081,0.0938,25
sz,="002923",润都股份,化学制剂,29.4484,0.0194,0.0912,0.7019,3.9484,0.1297,0.1321,,,,,121881506,115871254,92189313,,,0.6573,0.6412,111
sz,="002727",一心堂,药品流通,29.4317,0.0085,0.0576,0.3813,4.1946,0.1428,0.1432,0.1422,0.1387,0.1645,0.196,633380126,565071030,456762714,344876587.52,361619350.79,1.1156,1.0637,886
sh,="600736",苏州高新,住宅地产开发和管理,29.4087,0.0093,0.039,0.2884,0.9787,0.0183,0.0858,0.1178,0.0658,0.0652,0.0463,219620486,611680987,641705884,331241840.22,255728531.36,0.1908,0.3069,88
sh,="600327",大东方,专营零售,29.3594,0.0395,0.0169,0.1254,1.1469,0.0432,0.1,0.0965,0.0849,0.0985,0.0903,139451219,300048696,284884709,217578814.06,196623677.71,0.1576,0.2521,128
sh,="600635",大众公用,燃气公用事业,29.2925,0.0119,0.1187,0.153,1.875,0.0691,0.0606,0.0525,0.0802,0.0987,0.0773,506981999,575370485,375507488,532058244.68,532845246.24,0.1717,0.1783,120
sz,="300066",三川智慧,专用设备,29.2608,0.0093,0.2132,0.3785,3.2155,0.1108,0.0636,0.0489,0.0852,0.1122,0.1248,190869156,101190435,75331376,127384543.32,146865440.97,0.1835,0.184,156
sz,="002849",威星智能,电气部件与设备,29.2512,0.0034,0.0856,0.3124,2.7916,0.1318,0.1404,0.1084,,,,65960398,65514246,58149984,,,0.4978,0.4918,113
sh,="600811",东方集团,消费品经销商,29.2333,0,0.0421,0.0246,0.8783,0.0277,0.0306,0.041,0.0369,0.0431,0.1032,640415864,659897176,849935410,615553284.78,618489675.52,0.1724,0.1571,134
sh,="603916",苏博特,化学制品,29.1989,0.0082,0.1198,0.4667,4.573,0.1571,0.1425,0.0848,,,,354892183,287365024,129247086,,,1.1426,1.1407,130
sz,="002158",汉钟精机,通用机械,29.1929,0.0185,0.1368,0.3496,3.7455,0.1245,0.1077,0.1199,0.0836,0.1068,0.1927,248335458,200394029,231383866,167005102.34,152661347.84,0.4642,0.4602,230
sh,="600956",新天绿能,,29.1661,0,0.147,0.2713,3.1126,0.1197,0.1297,,,,,,,,,,,,6
sz,="000682",东方电子,重型电气设备,29.1548,0.0071,0.0815,0.3458,2.2241,0.081,0.0727,0.0613,0.0618,0.0627,0.0646,247866953,202552201,62767328,62345690.01,50508684.58,0.1849,0.1843,88
sz,="002245",澳洋顺昌,物流,29.1391,0.0031,0.023,0.1139,2.2283,0.0265,0.0978,0.1765,0.128,0.1455,0.1364,88151900,175180608,380390760,230517229.86,228716145.05,0.0898,0.1199,166
sh,="603790",雅运股份,化学制品,29.1242,0.0141,0.1077,0.3195,2.4628,0.0802,,,,,,93235211,143042769,,,,0.4872,0.6129,31
sz,="002632",道明光学,化学制品,29.1084,0.0034,0.1419,0.3796,2.8176,0.0943,0.1057,0.0893,0.0361,0.0391,0.0355,191402785,210415024,149363863,57399240.3,45941598.99,0.3064,0.3174,103
sh,="603667",五洲新春,通用机械,29.0809,0.0193,0.0511,0.2191,1.5225,0.0481,0.068,0.0802,,,,88559246,104536397,100106274,,,0.3029,0.3503,50
sz,="002430",杭氧股份,专用设备,29.0499,0.0092,0.0779,0.2146,3.2329,0.104,0.1475,0.1135,-0.0539,0.024,0.0428,592357137,758117316,478597451,-210417572.74,79431663.59,0.6141,0.6586,146
sh,="900937",华电B股,,29.04,0,0.0108,0.0608,1.5714,0.0575,-0.3691,-0.3588,-0.0042,0.0258,0.0593,,-118090713.3622,-178612320.4868,-7669788.6916,12388778.1858,0.0072,0.0055,5
sh,="600101",明星电力,电力公用事业,29.0235,0.0078,0.0629,0.1152,1.1488,0.0416,0.0456,0.0491,0.0367,0.0439,0.0455,95960658,104404945,100532121,77583086.26,91799855.69,0.2277,0.2365,70
sh,="603197",保隆科技,汽车零配件与设备,29.0218,0.0105,0.0464,0.3039,4.9658,0.1167,0.1222,0.2039,,,,174050339,140496656,177963818,,,1.0537,1.0373,177
sh,="603985",恒润股份,通用机械,29.0167,0.0076,0.0539,0.2672,4.4772,0.0698,0.1092,0.117,,,,110041047,120832770,87183316,,,0.7558,0.5695,62
sz,="002664",长鹰信质,汽车零配件与设备,28.9987,0.0041,0.111,0.2377,3.13,0.1275,0.1261,0.1461,0.1393,0.1481,0.1436,290706967,259138357,256302831,239847834.08,217446788.31,0.7267,0.765,157
sz,="002942",新农股份,农用化工,28.9897,0.0093,0.1372,0.3011,4.8362,0.1704,0.2427,,,,,156055514,137221502,,,,1.3005,1.2877,268
sz,="300703",创源文化,休闲设备与用品,28.9741,0.0207,0.1115,0.3472,3.8595,0.1454,0.1438,,,,,99194206,90419893,44887167,,,0.5434,0.6462,75
sz,="000156",华数传媒,传媒,28.8565,0.0558,0.15,0.3623,1.5798,0.0509,0.0669,0.0625,0.0615,0.0934,0.2027,560793931,717136189,647426917,604420416.92,549319695.04,0.3912,0.4504,214
sz,="000902",新洋丰,农用化工,28.8532,0.0173,0.0571,0.1781,2.2736,0.0758,0.1385,0.128,0.1077,0.1963,0.235,504532354,877344649,736703721,570089011.4,788990335.74,0.3868,0.4991,174
sh,="601107",四川成渝,交通基本设施,28.7933,0.0304,0.0766,0.3038,0.7555,0.0272,0.062,0.0749,0.0768,0.087,0.0877,384470159,881044067,1007213680,984742875.35,1049745189.89,0.1257,0.354,175
sz,="000786",北新建材,建筑材料,28.7126,0.0024,0.0124,0.3123,3.9711,0.011,0.167,0.2284,0.1478,0.1373,0.2046,146343871,2303532282,2684797840,1219963421.58,917091690.47,0.0866,0.2611,1261
sz,="300610",晨化股份,化学原料,28.7097,0.0078,0.1287,0.2775,3.3889,0.1173,0.1201,0.1107,,,,100506694,88865524,73318223,,,0.667,0.6326,29
sz,="000062",深圳华强,电子设备及服务,28.6914,0.0096,0.0484,0.1055,3.0645,0.1273,0.1535,0.1201,0.1159,0.1233,0.1676,624984224,668399757,468907888,445455756.93,382435957.4,0.5976,0.6024,187
sh,="600362",江西铜业,有色金属,28.6491,0.0064,0.0065,0.0336,1.1151,0.0297,0.0464,0.0398,0.0258,0.0157,0.057,,2423863565,1828815450,1127417327,703685551,0.5442,0.7123,443
sz,="000538",云南白药,中药,28.5953,0.029,0.1515,0.2864,3.7374,0.1531,0.1671,0.1814,0.1972,0.2164,0.2375,4619513565,3346623255,3226084746,3023094583.23,2831304116.57,3.6163,3.2752,26616
sh,="603920",世运电路,电子元器件,28.5469,0.0208,0.142,0.2491,4.0395,0.1361,0.0984,0.0936,,,,345563141,236097035,155918567,,,0.8435,0.8025,162
sz,="300608",思特奇,信息技术服务,28.5468,0.0057,0.1114,0.4941,3.6861,0.1289,0.1462,0.1274,,,,96092859,93039411,73504936,,,0.6095,0.5774,161
sz,="002929",润建股份,通信技术服务,28.477,0.0042,0.0646,0.1717,2.216,0.0831,0.0832,,,,,222707204,214793080,246757964,,,1.0089,1.0421,168
sh,="603733",仙鹤股份,纸类与林业产品,28.433,0.0146,0.1141,0.2141,4.5799,0.1408,0.0809,,,,,508836396,230990029,417150915,,,0.8314,0.7188,88
sh,="600054",黄山旅游,酒店餐饮与休闲,28.3372,0.0117,0.1824,0.5358,1.6093,0.0589,0.129,0.1116,0.1003,0.1353,0.1018,239375607,528121228,445287637,341045258.4,339269815.52,0.3282,0.4664,266
sh,="900924",上工Ｂ股,,28.3193,0,0.0217,0.2468,0.664,0.0256,0.056,0.0832,0.0825,0.0946,0.1549,,18311022.7396,28819670.749,22999326.0399,24177858.8814,0.0138,0.0224,8
sz,="002393",力生制药,化学制剂,28.2966,0.0109,0.1176,0.7171,1.1458,0.0462,0.0591,0.0379,0.0374,0.0369,0.0251,177963305,188475206,117036984,113626093.3,109988692.93,0.9754,1.0311,88
sz,="000753",漳州发展,专营零售,28.2963,0,0.0441,0.1991,1.2891,0.0506,0.0362,0.0417,0.1059,-0.0541,0.0374,107570383,93367772,102153736,206114826.4,-79092651.92,0.1085,0.1045,52
sh,="603505",金石资源,非金属材料与制品,28.2955,0.0126,0.2731,0.5778,6.7422,0.2381,0.1943,0.1478,,,,215078071,158697080,90915646,,,0.8962,0.9269,127
sz,="300286",安科瑞,电气部件与设备,28.2944,0.0131,0.187,0.471,4.6374,0.1526,0.1325,0.1496,0.1486,0.1233,0.1563,112580713,95584670,95793072,84616009.14,65538360.67,0.5236,0.5268,141
sz,="300166",东方国信,信息技术服务,28.288,0.0036,0.231,0.5093,2.5773,0.0934,0.1108,0.0992,0.1165,0.1332,0.1014,503676072,525595463,418029102,343428140.1,237849238.92,0.4767,0.4765,343
sh,="601965",中国汽研,汽车,28.2852,0.0197,0.1587,0.3019,2.6556,0.0925,0.0916,0.0911,0.0884,0.0787,0.1184,434409771,410587349,388176574,353880274.55,302661368.08,0.4479,0.4815,137
sz,="000869",张裕Ａ,饮料,28.2811,0.0187,0.2179,0.62,2.5497,0.0859,0.1019,0.1072,0.1107,0.1317,0.1463,906483737,1019570162,994504800,956288263,1042632182,1.3224,1.6481,639
sz,="002882",金龙羽,电气部件与设备,28.2741,0.0247,0.0605,0.156,3.0442,0.1047,0.1902,0.1948,,,,186332500,298081487,213642167,,,0.4304,0.6478,83
sz,="002822",中装建设,建筑与工程,28.2451,0.0042,0.05,0.1738,2.2583,0.0885,0.0779,0.0836,,,,232473154,168596319,168931918,,,0.3366,0.3624,73
sh,="900947",振华Ｂ股,,28.2333,0.0285,0.0129,0.1746,0.6875,0.0183,0.0237,0.0203,0.0185,0.0135,0.0108,,65837983.27,49797683.6886,31913511.0277,33740806.6587,0.0087,0.014,13
sz,="000880",潍柴重机,通用机械,28.2161,0.0022,0.0339,0.1667,1.6748,0.061,0.0247,0.028,0.0133,0.0217,0.0312,87088486,33753334,37241593,16781150.34,26842289.24,0.3154,0.3031,47
sh,="603588",高能环境,商业用品与服务,28.169,0.0035,0.0944,0.237,2.9897,0.1411,0.1473,0.1163,0.0913,0.0648,,427786573,348357285,219546389,171641406.49,116262833.42,0.6287,0.6112,346
sz,="300543",朗科智能,电子设备及服务,28.1295,0.0106,0.0771,0.224,3.8065,0.1375,0.0872,0.0988,,,,102159386,58551974,63987614,,,0.8413,0.8501,59
sh,="600487",亨通光电,通信设备,28.1226,0.0049,0.0351,0.166,2.3616,0.0693,0.2037,0.2614,0.2729,0.1513,0.0902,1138776883,2506639974,2312877873,1479304671.81,637428327.05,0.5832,0.7155,2607
sh,="603313",梦百合,纺织品,28.1047,0,0.0987,0.4028,4.0944,0.1783,0.1512,0.0575,,,,378605143,256852119,93068065,,,1.1097,1.1202,342
sz,="300198",纳川股份,建筑产品,28.1034,0,0.3255,0.2186,4.7055,0.1761,-0.2692,0.0606,0.0215,0.0676,0.0304,235282038,-397877835,91991903,23898044.02,49529366.09,0.2281,0.2299,51
sh,="603607",京华激光,纸类与林业产品,28.0573,0.0132,0.1602,0.3433,3.5386,0.1258,0.1279,,,,,103328425,97184739,82996149,,,0.8103,0.8239,51
sh,="603319",湘油泵,汽车零配件与设备,28.0253,0.0085,0.0969,0.2879,4.0077,0.1203,0.1403,0.177,,,,95524277,102599568,118633830,,,0.9106,0.8877,84
sz,="002602",世纪华通,计算机软件,28.0039,0,0.2054,0.5468,2.5728,0.1573,0.0615,0.1072,0.118,0.1223,0.0914,2892783431,845063129,971171327,507103557.35,474643735.91,0.4857,0.3837,340
sh,="600251",冠农股份,农牧渔产品,27.9764,0,0.0698,0.1269,2.9232,0.0752,0.0287,0.0423,0.0507,0.0333,0.0803,167177962,58326289,104336233,86098566.46,59354806.96,0.213,0.2162,76
sz,="002831",裕同科技,容器与包装,27.9651,0.0084,0.1062,0.2969,4.6515,0.1643,0.1774,0.1883,,,,1032817658,960469072,908964413,,,1.1775,1.1914,461
sz,="002677",浙江美大,家用电器,27.8531,0.031,0.2688,0.5294,9.4941,0.2706,0.2769,0.2535,0.1896,0.1524,0.1436,404983386,391157526,325692870,215251203.01,158851309.3,0.6269,0.712,1799
sh,="603515",欧普照明,家用电器,27.8493,0.017,0.1032,0.363,4.9891,0.1713,0.2238,0.2042,,,,797075584,915191041,701922111,,,1.0542,1.1776,840
sz,="000652",泰达股份,工业贸易经销商,27.8299,0.0064,0.0177,0.0769,1.9316,0.0613,0.0887,0.1227,0.0971,0.0841,0.1873,328789168,312673886,312196285,241287368.25,253719850.06,0.2235,0.2139,153
sh,="600814",杭州解百,百货商店,27.8264,0.0153,0.0632,0.1997,1.8656,0.1051,0.0932,0.1067,0.097,0.1219,0.2833,167537946,154796876,199169472,178609365.21,205232146.09,0.2343,0.3291,66
sz,="300365",恒华科技,计算机软件,27.8251,0.0091,0.2697,0.5195,3.108,0.1469,0.1596,0.1696,0.1956,0.1588,0.1212,291781420,270877724,196013536,128561548.07,81628992.53,0.4816,0.487,286
sz,="002040",南京港,交通基本设施,27.7711,0.0059,0.2105,0.4824,1.3124,0.0469,0.0606,0.0458,0.0605,0.0367,0.0322,126694021,163554540,111439666,99776895.12,23212594.07,0.2618,0.2689,56
sh,="603356",华菱精工,专用设备,27.7686,0.014,0.0435,0.1613,2.5131,0.0812,0.0895,,,,,59796526,62177234,63072058,,,0.4485,0.5176,30
sz,="000008",神州高铁,专用设备,27.6815,0.0032,0.1119,0.4794,1.1888,0.0455,0.0468,0.1329,0.0893,0.034,0.0343,314429767,326267618,874963524,519614890.1,140820962,0.1131,0.1562,211
sh,="603889",新澳股份,纺织品,27.6388,0.029,0.065,0.1405,1.1871,0.066,0.0911,0.1176,0.1419,0.1312,,158968543,212784819,206055209,164503211.04,136726132.98,0.3106,0.2799,63
sz,="002223",鱼跃医疗,医疗保健设备与用品,27.6361,0.0108,0.1856,0.4563,5.4467,0.1451,0.1343,0.1193,0.144,0.193,0.1794,888592359,760079799,619976539,543513276.84,397943377.85,0.8864,0.7507,13894
sz,="000915",山大华特,化学制剂,27.6203,0.0102,0.2296,0.6126,3.8493,0.1644,0.061,0.1887,0.2231,0.1645,0.2635,229746759,79678197,230601724,238319459.67,156438215.19,0.9804,0.871,450
sh,="600633",浙数文化,互联网软件与服务,27.6144,0.0067,0.1675,0.7007,1.8141,0.0588,0.0974,0.0655,0.3022,0.172,0.1317,449286526,640615186,485733556,1700407801.93,639066807.51,0.3451,0.3905,246
sz,="300571",平治信息,电信增值服务,27.5514,0.0099,0.1422,0.2873,6.985,0.3315,0.4412,0.4117,,,,210606774,207709624,122871086,,,1.6903,1.707,630
sz,="300304",云意电气,汽车零配件与设备,27.5298,0.0069,0.1897,0.3259,1.9081,0.0649,0.0688,0.0758,0.086,0.07,0.0753,137157562,133535099,135208634,120039597.39,76416398.09,0.1584,0.1601,47
sz,="300741",华宝股份,食品,27.4523,0.0367,0.5606,0.7697,4.8714,0.1394,0.1368,,,,,1211241988,1191957990,1200298340,,,1.9667,2.0061,265
sh,="600176",中国巨石,非金属材料与制品,27.4486,0.0134,0.184,0.3313,3.1463,0.1221,0.1605,0.1869,0.1512,0.16,0.1555,1939583713,2255902650,2296434545,1631691924.79,1156990855.48,0.5538,0.6078,1811
